comment,context
버스나 지하철 운행방해하면 좀 처 잡아가라,"['전장연이 요즘 버스 막겠다고 난리치는 이유', '포텐에 이런 글이 올라왔는데 얘네들이 이러는 이유를 대부분의 사람들은 전장연이 또 이름값하는구나~정도로만 생각하는데 사실은 다른 이유가 있다 서울시 및 각 지자체에서 장애인 단체에게 지원해주는 사업 중 권리중심일자리라는게 있음 간단히 말하면 뇌병변이나 기타 중중장애인 (휠체어 등의 수단이 없으면 거동 자체가 힘든) 들은 정상적인 노동 활동이 어려우니 그들을 위한 전용(?)일자리를 만들어서 일하게 하고 노동 및 사회참여를 목적으로 하는거 그럼 어떤 직무가 있는지 보자 ㅋㅋㅋ 1번 권익옹호 활동이라는 명목 하에 시위를 전문으로 하는 일자리를 만들어줌ㅋㅋㅋ 휠체어를 타고 지하철에서 깽판 부리는게 일자리 이며 노동 으로 인정되어 돈을 따박따박 받는다는거 https:n.news.naver.commnewsarticle2770005269276 이와 관련해 박 대표는 전장연은 보조금을 받는 단체가 아니라고 수없이 얘기했다며 일당을 줬다고 하던데, 그분들은 권리 중심 공공 일자리의 노동자분이지 일당 받고 동원돼서 일하는 분들이 아니다라고 짚었다. 이어 그분들은 권리 중심 공공의 일자리를 (통해) 월급을 받고 주 15, 20시간 일을 해서 75만 ~100 만 원 가까운 월급을 받는 사람이라며 이 사람들을 동원해서 일당을 줬다는 것들을 이야기하면 이 사람들에게 얼마나 모독이냐. 이건 사과하셔야 한다고 말했다. 작년 지하철 시위 때 전장연이 보조금받고 시위한다는 지적이 있을 때 전장연에서 우리는 보조금 안받는다고 했는데 맞는 말이다 전장연이 보조금을 받는게 아니라 시위에 참여한 장애인들이 월급을 받는거 2번 창작 활동, 유튜브만 해도 돈을 주는거야 말그대로 중증장애인이니까 정상적인 노동이 불가하니 저런 활동이라도 하면서 보조금을 주는거고 이건 전장연 비판하는 쪽에서도 어느 정도는 인정했지만 권익옹호라는 항목으로 전문 시위꾼을 만들고 월급을 주는 부분에 대해서 비판이 많았음 그래서 서울시에서 7월부터 저 권리중심 일자리를 개편함 시위, 집회, 캠페인 활동은 이제 공공 일자리에서 제외한거 이렇게 개편하니까 시위에 장애인을 동원못하니 7월부터 버스 시위하는거 그래서 피켓보면 이동권 보장 이런게 있는게 아니라 전장연은 서울시의 적이 아닙니다 라고 적혀있는거 요약 1. 서울시에서 그동안 중증장애인들 시위해도 권익옹호 활동으로 인정해서 돈을 줬는데 2. 7월부터 시위, 집회하면 돈 안주기로 결정 3. 그거 때문에 전장연이 삔또 상해서 버스 탑승 겐세이 중 (법원 중재사항 때문에 지하철 시위하면 벌금 물어서 버스로 함)', '나는 얘들 때문에 없었더 장애 혐오가 생김']"
???: 일억개!!!!!! https://m.fmkorea.com/best/5357294670,"['오늘자 퓰리처상 (feat. 전장연)', '장애인 주차구역 틀어막고 시위하는 장?애인', '저기 실제 장애인분이 주차하겠다고 비키라하면 비켜줄까?  그쪽은 왜 시위 안하세요 ?  라는 뉘앙스로 말할까 전장연 대표란사람 토론이나 인터뷰 들어보면 논리1 감정3 욕심6 로 이루어진 사람임 이준석이랑 토론때도 이준석이 핵심을 짚어주니까  어려운말 하지 마세요  라고 고의로 회피하고 대답하기 곤란한 질문하면  또 그렇게 말씀하시네  라고 고의로 회피하고 토론시간 끝나고 밖에서 토론 이어서 하자 할때도 조금이라도 논리적으로 설명해주려하면  우리는 기다릴수가 없습니다 너무 오래 기다렸습니다  이 말만 반복하는데 그냥 한심하기 짝이없음', '저기 실제 장애인분이 주차하겠다고 비키라하면 비켜줄까?  그쪽은 왜 시위 안하세요 ?  라는 뉘앙스로 말할까 전장연 대표란사람 토론이나 인터뷰 들어보면 논리1 감정3 욕심6 로 이루어진 사람임 이준석이랑 토론때도 이준석이 핵심을 짚어주니까  어려운말 하지 마세요  라고 고의로 회피하고 대답하기 곤란한 질문하면  또 그렇게 말씀하시네  라고 고의로 회피하고 토론시간 끝나고 밖에서 토론 이어서 하자 할때도 조금이라도 논리적으로 설명해주려하면  우리는 기다릴수가 없습니다 너무 오래 기다렸습니다  이 말만 반복하는데 그냥 한심하기 짝이없음']"
탑승할때마다 안녕하세요 출발합니다  멘트 치는 젊은기사가  택신가? 앞에 끼어드니까 바로 육두문자 모드로 들가서 졸웃겼음 ㅋㅋ 다시 손님 타니까 안녕하세요~ 이러고 ㅋㅋ,"['전장연, 매일 버스 시위…서울시가 탄압 중단할 때까지', '풀어주니까 다시 시위시작', '일단 난 살면서 육성으로 들어본 제일 심한 욕이 버스기사가 한 욕이었음 ㅋㅋ 앞차가 깜빡이 안 켜고 길막하면서 머뭇머뭇 갔는데 버스기사 바로 창문 열고 “소새끼, 말새끼” 거리는데 햐.. 이게 연륜이 묻어나는 바이브구나.. 했다']"
지하철은 끝났냐 뭐 고소되서 잡아간다는 어케댐,"['전장연, 매일 버스 시위…서울시가 탄압 중단할 때까지', '풀어주니까 다시 시위시작', '진짜 호의가 계속되니까 별의별 새끼들이 다 날뛰네, 어느정도 배고파봐야 사람은 고마운 줄 알고 정신도 차린다는 옛말이 틀린게 없다']"
정치권이 칼들어야하는데 뜬금 무릎꿇고 하는 바람에 건들기도 어려워짐 ㅋㅋㅋㅋ,"['전장연, 매일 버스 시위…서울시가 탄압 중단할 때까지', '풀어주니까 다시 시위시작', '미친년들 ㅋㅋㅋㅋㅋㅋㅋㅋ시발 지금 시내버스도 적자나서 보조금받아가며 운행하는거 아니냐? 진짜 도라인가 ㅋㅋㅋㅋㅋㅋ']"
알빠노,"['속보) 전장연 대표 도로교통법 위반으로 현행범 체포.news', 'https:n.news.naver.comarticle0320003236152?type=breakingnews&cds=news_edit 전에는 지하철 막다가 요새는 못하게되니까 여의도에서 시내버스 막다가 잡혀감 선넘으면 어떻게 되는지 보여주시네ㅋㅋㅋ 다음에는 비행기 막으시려나?ㅋㅋ', '[삭제된 댓글입니다.]']"
"사투리로 ""있노""를 쓰려면 예를들어 이런 경우임 ""느그집에 캠핑 용품 뭐 있노??"" 위 글 같은 경우는 절대 쓰지 않는 사투리","['속보) 전장연 대표 도로교통법 위반으로 현행범 체포.news', 'https:n.news.naver.comarticle0320003236152?type=breakingnews&cds=news_edit 전에는 지하철 막다가 요새는 못하게되니까 여의도에서 시내버스 막다가 잡혀감 선넘으면 어떻게 되는지 보여주시네ㅋㅋㅋ 다음에는 비행기 막으시려나?ㅋㅋ', 'ㅇㅇ 있구나 라는 뜻']"
함 게릴라로 이젠 바뀜 빨치산처럼,"['속보) 전장연 대표 도로교통법 위반으로 현행범 체포.news', 'https:n.news.naver.comarticle0320003236152?type=breakingnews&cds=news_edit 전에는 지하철 막다가 요새는 못하게되니까 여의도에서 시내버스 막다가 잡혀감 선넘으면 어떻게 되는지 보여주시네ㅋㅋㅋ 다음에는 비행기 막으시려나?ㅋㅋ', '근데 요새는 왜 지하철 시위 안함??']"
아니 상식적으로 전장연시위로 피해를보는건 그냥 지하철이용객이고 메이플 방송인 테러당하든말든 다른사람 피해줌?,"['방송인들 싫어요테러하는건 뭐랄까', '전장연 시위하는거같달까 애먼사람한테 너 왜 우리한테 찬동안해 하고 멱살잡는거같아서 보기좀그래 방송인들 수입엔 얼마나 영향가는지 몰겠지만 별영향 없었음 좋겠네', '[삭제된 댓글입니다.]']"
죽어,"['저 전장연입니다. 고소 받고 너무 힘들었네요.', 'ㅠㅠ']"
북한가면 수도에서 추방될것들이,"['전장연 이제부터 오후 퇴근길도 지하철 탑승 선전전', 'https:m.news.nate.comview20230630n11330?mid=m03']"
아씹 또 전장연 페북인가 뭔가 팔로우 해야 되냐 거기다가 시위일정 올려놓드만;;,"['전장연 이제부터 오후 퇴근길도 지하철 탑승 선전전', 'https:m.news.nate.comview20230630n11330?mid=m03', '선족이형님들 저새끼들 한방놔주십쇼 국민으로 인정받을기회입니다..']"
비오니까 나오기 싫은가부네,"['전장연, 9월까지 지하철 지연시위 중단한다…선전전은 강화', 'https:n.news.naver.commnewsarticle0180005519372', '얘네 아직도 하고 있음??']"
8시반정도에 삼각지역에서 7호선으로 환승하는데 그때 뭔가 시위하려는거 같더니만 결국 또 시작이구나 진짜 지랄났다,"['전장연 씨발 진짜', '역 하나에 2분씩 쉬어가네 개 씨발 똥마려 4호선 타시는분들 참고하세요', '이직하기 전에는 그냥 남일이라 생각했다 반성한다..']"
내가 언제 그랬는데 개미친새기야?,"['진지하게 오도화가 만비, 야마랑 묶이는 클라스라고 생각하냐?', '그냥 병신력의 클라스가 다르다. 저새끼는 그 전장연도 한 수 접고가는 정도야.', '마주치자마자 바로 빤쓰벗고 도게자박는 너를 내가 안본게 아닌데?']"
사회악이 되어버렸네,"['부산에서 시위한 전장연 근황', '휠체어 압수후에 병원으로 연행됨 ㅋㅋㅋㅋㅋ 오늘 부산에서 야구있었는데 그걸 막으려고 했으니 살아있는게 운이 좋은 수준', '야구 막았으면 진짜 과장없이 부산아재들한테 처맞았을듯... 경찰한테  감사는 못할망정']"
죽음,"['만약 전장연이 골드라인 에서 저짓거리하면 어찌되냐?', '아무리 못해도 한명은 폭행당하겠지?', '한명만 폭행당하면 다행아님? ㅋ']"
ㄹㅇ 걍 시발 좆팔륙새끼들 지들자리위협하니까 뒷생각안하고 아가리털다 목적달성하니까 아가리 싹다 잠군거봐라,"['박경석 전장연 대표 마틴 루터킹도 전과 30범 넘는데…', 'https:naver.meGXR1HZA7 이게 유머가 아니면 뭐임 ㅋㅋㅋㅋㅋㅋㅋ', '아가리 침묵 ㅋㅋㅋㅋㅋㅌㅌㅌㅋㅋ cc기 오지네']"
이걸 말이라고 하냐?ㅋㅋㅋㅋㅋ 흑인애들한테 번역해서 뿌려야겟다,"['박경석 전장연 대표 마틴 루터킹도 전과 30범 넘는데…', 'https:naver.meGXR1HZA7 이게 유머가 아니면 뭐임 ㅋㅋㅋㅋㅋㅋㅋ', '인권교화충들아 느그들이 저렇게 만든거야']"
관행이 아니라 범죄라 해야한다,"['전장연....시위도 하고... 돈도 벌고...', '전장연은 불법시위하면 장애인 일자리라고 돈도 벌고 본인들 정책도 밀어붙이고 1석2조... 이악물고 시위한게 아니고 이악물고 출근한거네..ㅎㅎㅎ 내 피같은 세금..ㅠㅠ', '빨갱이 새끼들 각종 무슨 단체 만들어서 지원금 타 쳐먹는 좆 같은 관행 뿌리 뽑아야된다.']"
ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ 점프해서 타고 내려 적자생존ㅋㅋㅋ,"['신박한 2호선 아이디어', '전장연 등장하는 순간 올 스톱', '? 교통비 내고 걸어가라고요.. ?']"
뭐지 더쿠 운영자는 더쿠 아이디를 하이엔드 제품처럼 만들 생각인가? ㄹㅇ 개 안 열리네 ㅋㅋ,"['여초 애들은 왜 이렇게 위선적인지 모르겠음', '이번에 흑어공주 사태 보면 흑어공주 처음에 목소리가 좋다느니 뭔 개소리 하면서 쳐 빨다가 왕자도 별로고 지들 눈에도 아무리 봐도 흑어년 못 생기고 백인만 이쁘니까 개소리 짖다가 디즈니 새끼들 농간이란 거 깨닫고 인지부조화 느끼면서 욕하던데 이년들 착한 척 하는 게 한 두번이 아님. 전에 이준석 전장연 사태도 그럼. 이준석이 전장연이 선을 넘은 시위를 하면 경찰 등의 공권력을 투입해 제지 시키거나 체포 한다니까 당시에 특정 커뮤니티가 난리가 났거든? (어딘지는 말 안하겠는데 사람 잘 죽이는 데 있음ㅋ) 이준석이 인셀 대장이니 혐오 부추기니 극우니 하면서 천 몇개 댓글 달리고 약자한테 잔인하니 뭐니 난리 났는데 시위 장기화 되고 자기들 다니는 1호선 2호선 3호선 4호선 다 들어오니까 쌍욕하고 난리가 났더라 ㅋㅋ 이 년들 보면 존나 어이없음. 자기들 상관없는데서는 착한 척 뒤지게 하다가 자기들 피해 입으면 쌍욕하고 벌레보듯 함. 그리고 애초에 이준석이 말 했던 게 그렇게 문제되는 것도 아님. 그냥 위법행위를 하면 제지하고 보장 된 권리 안에서만 행동해야 한다는 건데 인간쓰레기 만들어놓고 나중에 지들이 더 심하게 욕하고 있더라 ㅋㅋ', '3년 전이 마지막 난 그보다 전에 침투함']"
쟤 둘이 섹파래,"['전장연 기습집회 열렸다', '일요일에도 쉬지 않으시네들.']"
작혼 가챠도 ㄹㅇ 매콤해,"['ㅇㅇㅅ)아.. 작혼가챠 괜히함', '걍 가챠라도 하면 애정생길까 햇는데 전장연은 에반데 시발', 'ㅋㅋㅋㅋㅋㅋㅋㅋ']"
겨우?,"['서울시, 지하철 시위 주도 전장연 대표에 철도안전법 위반 과태료 300만원', '서울시, 지하철 시위 주도 전장연 대표에 철도안전법 위반 과태료 300만원 - 조선일보 (chosun.com) 캬 이거지 같은 장애인도 저딴 식으로 하는 시위 불편하다고 하는 판인데 철퇴만이 답']"
나보다 잘돌아다니는데 이동권 존나게 보장 잘되있는거 아니냐,"['전장연 5·18에는 광주서 지하철 탑승 시위하겠다', 'https:m.news.nate.comview20230425n10504 원정까지...', '광주에서 밉보이면 감당안될건데 민주당본진이라']"
4.3은 제주도?,"['전장연 5·18에는 광주서 지하철 탑승 시위하겠다', 'https:m.news.nate.comview20230425n10504 원정까지...', '4.16은 진도가 ㅋㅋ']"
지금 하는짓은 소통의 형상을한 여론달래기라 아직 많이 아쉬운 단계긴해요,"['그래도 이번 방송 피드백 패치한거 긍정적으로 생각했음', '방송에서 유저들이 염려하던 주흔황망 주흔갯수같은거 방송에서 언급되고 방송에서 캐치하고 결국 그 우려하던거 패치로 풀어줌. 이게 소통임 커뮤니티가 아니라 공식적으로 유저랑 주고받고 피드백하는게 제발 메이플 운영진은 좆벤 한줌단 전장연애들 여론만보고 패치반영하는짓좀 안했으면 좋겠다. 그런거 반영하는 순간부터 저 커뮤 하나 하는게 곧 벼슬이고 차별대우임', '님의 말이 옳다']"
그냥 그 정보글 쓰는사람 글만 슬쩍보고 나오는게 정답 자게 직게 여기 상주하는놈들은 높은확률로..,"['좆벤이 제일 큰 커뮤니티인게 진짜 큰문제다', '디씨쪽은 사실상 메이플 안하는놈들 놀이터 다됐고 저 좆벤 전장연새끼들이 선민의식가지고 패악질 부리는게 진짜 큰문제같음 그거 눈치보는 운영진도 문제고.. 전장연 페미 근첩 다 섞어놓으면 저런느낌일텐데 커뮤 다 똑같다 똑같다 하지만 쟤넨 좀 어나더클래스임..', 'ㅋㅋ 전장연 비유 찰떡이네 정보 얻으러 갔다가 자유게시판 슬쩍 담구면 심연을 들여다보는곳임']"
싱가폴도 mz는 못이길듯? ㅋㅋㅋ,"['일본에서 유행하는 틱톡 챌린지', '일부러 지하철 문에다 몸 집어넣어서 전철 운행 지연시키기 놀이 유행 중이라고 전장연이랑 콜라보 찍어라 https:n.news.naver.commnewsarticle0080004875679', '시민의식 높은 일본도 MZ세대의 자유분방함 앞에선 어쩔 수 없구나. 그래도 대만 한국 일본이 서양 및 짱깨보단 민도의식 높은게 팩트임. 싱가폴미만잡이긴 하지만.']"
다른나라에도 MZ타령하는거 웃음벨이네 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,"['일본에서 유행하는 틱톡 챌린지', '일부러 지하철 문에다 몸 집어넣어서 전철 운행 지연시키기 놀이 유행 중이라고 전장연이랑 콜라보 찍어라 https:n.news.naver.commnewsarticle0080004875679', '존나 위험하지 않나? 문에 고무패킹있어서 반갈죽되진 않겠다만..']"
"낙화, 함박눈, 매버릭, 코닥님 ㅎㅇ","['뉴비들을 위한 첼탭 좆목 명단', '옹성우 몸짱돌 노니마두에케 첼뿡이. 첼붕이 겨털링 가을. 빅보 첼시주장리제 똥꾸녕 첼붕이 레오캐슬다인. Kinggnu 그바르디올 초사이언벨링엄 엠비드 섹탐농 붕슨 븅슨 빅보 전장연 애우 작지 오도화 꼬마야마 분하마 스탬포드히틀러 랜던도노반 엔소의롱패스 애우 브누아 첼시주장리제 꼬마첼시 진재승 악질 명단 ㅇㅇ', '브누아님 안녕하세요!!']"
미국이 그거 못해서 트럼프가 나온거임 이런식으로 가면 한국에서도 안나오리란 장담 못함 pc주의가 위험한게 그런거임,"['이준석이 대체하기 어려운 보수정치인 이유', '난 오세훈도 좋아하고 홍준표도 좋아했음 왜? 무상급식 당시 남들이 무상복지에 대해 YES라 말할 때 둘이 욕쳐먹어가면서 NO라 외친 정치인 이었거든 물론, 지금도 오세훈, 홍준표가 그런 보수적 가치를 지키고 있는 정치인이라기에 당연히 지금에 와서 실망한 모습도 많지만 누군가 왜 두 정치인을 지지하냐고 물어보면 난 보수지지자로서 지지하는 관점을 명확히 말할 수 있었음 이준석은 PC주의(정치적올바름)에 대해 비판한 거의 유일한 정치인임 나도 그 동안 이준석하면 하버드나온 엘리트 지식인+셀럽 정도라 생각했지 정치인이나 지도자로서 생각해본적이 없음 그런데 서울시장 재보궐 선거에서 오세훈이 답변 거절한 한 시민단체의 여성정책에 대해 명확히 반PC주의의 관점에서 이준석이 받아침 난, 답변 안한 이유를 알고 있었음.. 오세훈이 반페미니즘이어서 답변안한게 아니라 그 단체에 답변을 거부한거에 불과한 것을.. 평상시대로라면 사실은 여성정책이 없는게 아니라, 그 단체에 답변 거부한건데 .. 하면서 해명자료가 나오고 오세훈이 반페미다!!라고 호응하던 젊은 지지층에게 찬물 끼얹을줄 알았는데 이준석은 정확하게 반PC주의로 워딩 박아 버림 그 뒤로 이준석은 여성혐오자, 소수자(전장연 등)에 대해 무자비 정치인으로 낙인 찍혀왔지만 난 정치적올바름을 거부하는 보수지지자로서 이준석을 지지하게 된 거임 왜냐고? 혐오를 혐오로 덮는 신남연 같은 방식의 극우적인 스탠스 말고는 정치적올바름을 타파 할 수 있는 정치인은 이준석 말고는 단 한사람도 못봤음 그렇기에 국힘에서 아무리 20, 30대 젊은 대체제를 가져다 그자리에 앉혀놔도 의미가 없는거야 국힘 100석이 넘는 의원중에 반PC주의를 이해하고 타파하려는 사람이 있나? 애초에 걔네도 반PC주의 = 여성혐오 = 사회적약자에 대한 공격 이 논리조차 못꺠부숨 그러니 전장연 하나한테도 쩔쩔맺지 소위 보수유튜버를 지지하는 노인층도 트럼프를 빨아대는데 정작 트럼프가 당선된 이유인 반PC주의에 대해서는 이해 조차 못함 ㅋㅋ 정작 트럼프도 친북 행보 + 미군철수 스탠스였는데 ㅋㅋㅋ', '빠가 아니라 정석대로 대응하는 사람이 얼마 없음 반PC내세우는 외국인 논객들도 극단주의자들이 상당수임 이준석처럼 자유주의 유지하면서 반론하는 사람이 몇 없다']"
60대,"['진중권은 언더도그마에 빠진거 같다', '이준석하고 대담한거 들어봤는데 진중권 가장 큰 문제점은 언더도그마에 빠진거임 자기 기준에 사회적으로 약자라고 분류 된 사람들은 선하고 사회적 물의를 안 일으킨다고 가정하고 얘기를 해버림 여자들이 약자라고 생각하니깐 페미 레디컬페미 의견마저 옹호해버리고 장애인들도 마찬가지 이유(약자는 맞다 생각함)로 전장연 시위도 옹호하더라고 물론 온전한 실력주의도 정답은 아니라고 보고 사회적약자에 대한 배려도 필요하다 보는데 진중권은 이들을 성역화하고 비판을 1도 안하더라고 이게 문제임', '(체리) (따봉)']"
전장연이 죽창들었음?? 아님 화염병을 던졌음?? 대처를 하지말라는게 아니라 지금 상황에서 강경진압이 무조건 옳다는게 아니라는거임,"['누구보다 박정희, 전두환식 방법론을 옹호하는 펨게이들', '겉으로는 고도성장, 한국식 빨리빨리에 의한 부작용에 대해 비판하지만 속으로는 그 누구보다 박정희, 전두환식 일해결방식을 옹호하는 인간들임 니들이 바라는 전장연에 대한 해결방법이 무력진압 아님?? 아 그건 또 아니야?? 그럼 평화롭게 전장연을 해결하려면 어케해야함?? 아 그거 하라고 뽑아줬는데 왜 느그한테 물어보냐 말할거지?? 모든 일 처리 방식에는 장단이 다 있는거임 어떻게 모든 일이 평화롭게 처리하되 빨리 빨리 다 될수가 있겠음?? 특히나 상대가 중간이 없이 모아니면 도 식으로 떼를 쓰는데 뭘 더 어떻게 하라는거임?? 휠체어 자빠뜨리고 방패로 대가리 찍고 하면서 인재가 발생해도 전장연 시위만 안할수있으면 오케이 한다는거임?? 원래 합법적인 절차대로 진행하면 더디게 보일수밖에 없는거임. 대신 그 이후 부작용들은 발생하지 않는거고 누구보다 일하는 사람, 실무자의 입장을 존중해야한다 하지만 지들한테 한번 삔또가 상하게 만든 사람은 늘 예외임 오세훈 남페미로 까는건 그러려니하는데 시발 전장연시위 빨리 진압안한다고 지랄하는건 진짜 억까가 따로없네 조온나 이중잣대 그자체ㅋㅋ', '민주화운동 = 전장연불법시위  암 그러치']"
1년넘게 간보면서 뭐함?,"['오세훈 까는거 그러려니하는데 그래도', '전장연 시위재개하고 거기에 무정차나 기타 조치를 취하겠다고 했는데 대체 뭘 더 어떻게 해야함?? 남페미로 까는건 이해하는데 보면 전장연들 방패로 대가리깨거나 아니면 다 구속시키는거 아닌이상 뭐가 그리 전장연에 대한 조치에 대해 불만족 하는건지 궁금함', '걔들 요구안 들어줄수가없는 요구안이고 양보할생각도없는애들임 시위가 그 단체 존재이유인데 시위를 멈출리가.. 민노총한테 시위하지마라하면 안할거같음?']"
작년 한해 서울시 예산 968억 타간게 전장연 산하 시민단체임,"['최훈민 오세훈 극딜중ㅋㅋㅋㅋ', '유튭에서 내용 듣는중인데 서울시랑 오세훈이 아직도 전장연한테 휘둘리는 중인듯ㅋㅋㅋㅋㅋ', '박원순이랑 완벽히 다른 모습을 보여줄 거라는 믿음으로 몰표를 받아놓고 저새낀 지가 왜 당선됐는지 누구한테 지지받고있는지 모르고 재선되고나서도 삽질하는중', '박원순이랑 완벽히 다른 모습을 보여줄 거라는 믿음으로 몰표를 받아놓고 저새낀 지가 왜 당선됐는지 누구한테 지지받고있는지 모르고 재선되고나서도 삽질하는중']"
너는 전장연 사람들도 걸러 ㅆㅍ ㅂㅅ아 ㅋ,"['아침부터 전장연 기습시위 ㅋㅋ', '포텐 브페 글에 출몰 ㅋㅋ', 'ㄴㄴㄴ']"
구속이 아니라 체포,"['포텐 전장연 댜표구속  두창견 개소리 존나 웃기넹', '박경석 구속해놓고 잘한거는 잘한거다 이소리하고잇넹 이사람 구속심사하는거\xa0 위안부 합의랑 독보다 더 중요한 문제냐 에라이 ㅋㅋㅋ 이사람 구속한다고 머 달라지는거 하나도 없는데 ㅋㅋ']"
어우 씹 ㅋㅋ,"['[속보] 법원, 박경석 전장연 대표 체포영장 발부', 'https:n.news.naver.commnewsarticle0280002631816?sid=102', '훈장']"
[삭제된 댓글입니다.],"['이준석 예언 지리네', '전장연에 무릎 꿇는 것 처럼 일본에 무릎 꿇었네... ㅆㅂ ㅋㅋㅋㅋ 예언 지리네', 'Pd, nl이 보수정당 지지함?']"
포텐 가야겠지?,"['[소셜포커스] 복지부 과장에 전장연 인사 내정', 'https:www.socialfocus.co.krnewsarticleView.html?idxno=15851', 'ㅇㄷ, 대놓고 도둑놈 소굴을 완성해가네']"
마,"['와 씨발 모닝 포텐 어지럽네 ㅋㅋ', '전장연 민뚜기 새끼들 정모하노 ㅋㅋ', '마앰 올랜도']"
그냥 기본적인 논리구조가 우르르 몰려다니는 이념에 먹혀있는 사람들이라서 그렇다 그게 잘못됐다는것 조차 알지못하는 몰지성 치열하게 경쟁하고 자기계발한 세대가 아니라서 그런지 실력이 수준이하다 대충 겉만 핥아서 취업하고 발전하려는 마음없이 타성에젖어있는 기자,"['한겨레 인터뷰에서 여윾시 한겨레다(조롱) 라고 느낀 내용', 'https:n.news.naver.comarticle0280002630348 ―‘이준석의 정치’는 갈라치기를 통한 증오·혐오를 정치적 자양분으로 삼는다는 비판이 많아요. “저는 언론의 가스라이팅이라고 생각해요. 대한민국의 일반적 페미니스트라고 하는 사람보다 제가 훨씬 더 아젠다에 있어서 리버럴해요. 저는 혐오 논란은 사회 이슈 논쟁을 단순하게(무식하게) 만들어버리는 첫 기준이라고 생각해요. 제가 쓰는 말에는 혐오의 용어가 없어요. 저는 여성할당제 밖에 얘기한 적이 없어요. 그런데 할당제는 제도의 영역이고, 이것까지 혐오로 몰기 시작하면 할 수 있는 얘기가 아무것도 없어요.” ―발언의 맥락으로 보면 혐오로 읽히죠. “아니요. 저는 엄격한 판단이 들어가야 된다고 보는 거예요. 너는 혐오의 용어를 쓰지 않았지만 왠지 혐오한 것 같아, 이런 거 되게 위험한 거거든요. 너는 종북 활동을 하지 않았지만, 딱 보니까 종북 같아 이건 입막음하려는거죠. 혐오도 마찬가지에요. 혐오 발언은 구체적으로 정의돼 있어요. 사람의 특성을 갖고 싸잡아서, ‘너는 흑인이니까’, 너는 여자니까’ 이렇게 해야 혐오가 돼요. 전장연(전국장애인차별철폐연대) 시위도 마찬가지에요. 저는 지하철 점거 행위에 대해 이야기하는 것이지, 저는 장애인에 대해서 일반론적으로 얘기한 적이 단 한 번도 없어요.” ―장애인 권리보장이라는 시위 목적도 생각해야 하는것 아닌가요? 정치인이라면 사회적 약자를 포용하고 대안을 마련해야 할 책임도 있잖아요. “모든 당을 막론하고 정당 관계자 중에 박경석 (전장연) 대표와 유일하게 토론을 한 사람이 저에요. 심지어 방송사에 프라임타임을 잡아달라고 부탁했어요. 방송 토론을 보시면, 장애인 이동권에 대해서 제가 모르는 게 거의 없어요. 제 개인적인 경험이지만, 대학 다닐때 1년 선배 형님 휠체어 끌면서 3년 동안 대학을 다녔어요. 저는 합리적인 토론을 하려면 당사자 주의를 빨리 깨야 한다고 생각해요. 모든 정치인들이 젠더 감수성, 장애인 문제에 대한 자기 견해가 있어야 된다고 생각해요.” ―대선에선 이대남 전략이 오히려 2030 여성의 역풍을 부른거 아닌가요? “아니요. 제 책에서 수치적으로 세대 포위론을 분석해놓은 게 있어요. 그리고 20 대 여성에서도 저희가 올랐어요.” ㅡㅡㅡㅡㅡ 물론 이준석이는 따박따박 따졌음', '일단 지들이 싫어하는 딱지니까 역지사지해보라는 의미인데 또 사회적 약자 지랄하겠지. 소말리아 해적도 북한도 국제사회에선 약자라구욧!! 그래서 혐오되면 안되욧!! 미국같은 강자를 혐오하는건 정의구욧!!(중국은 뺌)']"
근데 이준석이 간 패는거보면 좀 심하게 패는거같긴해ㅋㅋ 이준석이 심심하면 패는건 간밖에 없는거 같음,"['준석이는 대중성을 위해서 자제 좀 했으면', '어린왕자도 아니구 왜 자꾸 사서 논란을 만드는거야? 퓨ㅠㅠㅠ 는 씨발 이준석이 대중성 추구하는 사람이었으면 전장연 들이받고 꼴페미랑 맞서 싸웠겠냐? 천하람이 성공하기 위해선 이준석 버려야한다 급의 가스라이팅 개소리를 여기서 듣네 ㅋㅋㅋㅋ', '왜 빠와 까를 미치게 만드는 언행을 할까? 미디어에 최적화 아닌가 신문1면이 도배되는데 아직까지 당내 비주류라서 공중전을 해야만 하는 상황이라 장점이 더 커보이는데 준석이 당대표 시절때 언행 자제하는거 안보였나']"
음경 절단,"['전장연 가입조건이 뭐임?', '불리할때 가입해야겠다']"
도적이 되고싶은자여 나에게로 오라,"['???:뭐 1호선에 전장연이 온다고?', '전단지맨 미스터2 아카드 베트맨 스파이더맨 조커 원펀맨 매드맥스 5성장군 자르반 84세 웰컴투 1호선', '매드맥스는뭐냐']"
"쿨타임 돌았구나,,","['월요일 오전 전장연 1호선 시위 예정', '']"
오세훈이랑 면담하고 몇일까지 안한다고 했던거 같은데...,"['월요일 오전 전장연 1호선 시위 예정', '', '헉 1호선']"
